filepath,filename,label,screen_source,screen_type,image_width,image_height,focal_length_35mm_eq,f_number,exposure_time,shutter_speed_value,iso,metering_mode,device_model,device_make,lens_model,datetime_original,orientation,flash
data/re-photo/ai-LCD/IMG_3721.jpeg,IMG_3721.jpeg,rephoto,ai,lcd,4032,3024,60,1.78,0.01818181818181818,5.779442199664926,100,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 6.86mm f/1.78,2025:11:25 18:59:48,1,16
data/re-photo/ai-LCD/IMG_3722.jpeg,IMG_3722.jpeg,rephoto,ai,lcd,4032,3024,60,1.78,0.01818181818181818,5.77865,100,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 6.86mm f/1.78,2025:11:25 18:59:55,1,16
data/re-photo/ai-LCD/IMG_3723.jpeg,IMG_3723.jpeg,rephoto,ai,lcd,4032,3024,60,1.78,0.01818181818181818,5.77865,80,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 6.86mm f/1.78,2025:11:25 19:00:05,1,16
data/re-photo/ai-LCD/IMG_3724.jpeg,IMG_3724.jpeg,rephoto,ai,lcd,4032,3024,135,2.8,0.012195121951219513,6.364206605900225,125,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:00:19,6,16
data/re-photo/ai-LCD/IMG_3725.jpeg,IMG_3725.jpeg,rephoto,ai,lcd,4032,3024,101,2.8,0.006060606060606061,7.364800976056123,250,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:00:27,6,16
data/re-photo/ai-LCD/IMG_3726.jpeg,IMG_3726.jpeg,rephoto,ai,lcd,4032,3024,101,2.8,0.01818181818181818,5.779125264063845,200,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:00:31,6,16
data/re-photo/ai-LCD/IMG_3727.jpeg,IMG_3727.jpeg,rephoto,ai,lcd,4032,3024,101,2.8,0.01818181818181818,5.779125264063845,200,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:00:35,6,16
data/re-photo/ai-LCD/IMG_3728.jpeg,IMG_3728.jpeg,rephoto,ai,lcd,4032,3024,101,2.8,0.012195121951219513,6.364206605900225,250,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:00:40,6,16
data/re-photo/ai-LCD/IMG_3729.jpeg,IMG_3729.jpeg,rephoto,ai,lcd,4032,3024,101,2.8,0.01818181818181818,5.779125264063845,160,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:00:49,6,16
data/re-photo/ai-LCD/IMG_3730.jpeg,IMG_3730.jpeg,rephoto,ai,lcd,4032,3024,101,2.8,0.01818181818181818,5.779125264063845,200,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:00:52,6,16
data/re-photo/ai-LCD/IMG_3731.jpeg,IMG_3731.jpeg,rephoto,ai,lcd,4032,3024,101,2.8,0.01818181818181818,5.779125264063845,160,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:00:56,6,16
data/re-photo/ai-LCD/IMG_3732.jpeg,IMG_3732.jpeg,rephoto,ai,lcd,4032,3024,101,2.8,0.01818181818181818,5.778412419449326,160,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:01:00,6,16
data/re-photo/ai-LCD/IMG_3733.jpeg,IMG_3733.jpeg,rephoto,ai,lcd,4032,3024,36,1.78,0.012195121951219513,6.364919878735384,125,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 6.86mm f/1.78,2025:11:25 19:01:09,6,16
data/re-photo/ai-LCD/IMG_3734.jpeg,IMG_3734.jpeg,rephoto,ai,lcd,4032,3024,78,1.78,0.01818181818181818,5.779442199664926,64,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 6.86mm f/1.78,2025:11:25 19:01:24,6,16
data/re-photo/ai-LCD/IMG_3735.jpeg,IMG_3735.jpeg,rephoto,ai,lcd,4032,3024,78,1.78,0.01818181818181818,5.779442199664926,64,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 6.86mm f/1.78,2025:11:25 19:01:30,6,16
data/re-photo/ai-LCD/IMG_3736.jpeg,IMG_3736.jpeg,rephoto,ai,lcd,4032,3024,77,2.8,0.01818181818181818,5.779838468441519,250,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:01:38,6,16
data/re-photo/ai-LCD/IMG_3737.jpeg,IMG_3737.jpeg,rephoto,ai,lcd,4032,3024,77,2.8,0.01818181818181818,5.779838468441519,200,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:01:43,6,16
data/re-photo/ai-LCD/IMG_3738.jpeg,IMG_3738.jpeg,rephoto,ai,lcd,4032,3024,77,2.8,0.01818181818181818,5.779838468441519,160,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:01:46,6,16
data/re-photo/ai-LCD/IMG_3739.jpeg,IMG_3739.jpeg,rephoto,ai,lcd,4032,3024,77,2.8,0.01818181818181818,5.779838468441519,160,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:01:49,6,16
data/re-photo/ai-LCD/IMG_3740.jpeg,IMG_3740.jpeg,rephoto,ai,lcd,4032,3024,77,2.8,0.01818181818181818,5.779838468441519,160,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:01:54,6,16
data/re-photo/ai-LCD/IMG_3741.jpeg,IMG_3741.jpeg,rephoto,ai,lcd,4032,3024,77,2.8,0.01818181818181818,5.779838468441519,160,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:01:56,6,16
data/re-photo/ai-LCD/IMG_3742.jpeg,IMG_3742.jpeg,rephoto,ai,lcd,4032,3024,77,2.8,0.01818181818181818,5.779838468441519,160,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:01:58,6,16
data/re-photo/ai-LCD/IMG_3743.jpeg,IMG_3743.jpeg,rephoto,ai,lcd,4032,3024,93,2.8,0.012195121951219513,6.364206605900225,200,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:02:07,6,16
data/re-photo/ai-LCD/IMG_3744.jpeg,IMG_3744.jpeg,rephoto,ai,lcd,4032,3024,93,2.8,0.01818181818181818,5.779838468441519,160,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:02:09,6,16
data/re-photo/ai-LCD/IMG_3745.jpeg,IMG_3745.jpeg,rephoto,ai,lcd,4032,3024,93,2.8,0.01818181818181818,5.779125264063845,160,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:02:12,6,16
data/re-photo/ai-LCD/IMG_3746.jpeg,IMG_3746.jpeg,rephoto,ai,lcd,4032,3024,94,1.78,0.030303030303030304,5.042492455754017,400,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 6.86mm f/1.78,2025:11:25 19:02:17,6,16
data/re-photo/ai-LCD/IMG_3747.jpeg,IMG_3747.jpeg,rephoto,ai,lcd,4032,3024,94,1.78,0.01818181818181818,5.779442199664926,125,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 6.86mm f/1.78,2025:11:25 19:02:21,6,16
data/re-photo/ai-LCD/IMG_3748.jpeg,IMG_3748.jpeg,rephoto,ai,lcd,4032,3024,94,1.78,0.012195121951219513,6.363850110213079,64,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 6.86mm f/1.78,2025:11:25 19:02:24,6,16
data/re-photo/ai-LCD/IMG_3749.jpeg,IMG_3749.jpeg,rephoto,ai,lcd,4032,3024,94,1.78,0.01818181818181818,5.779442199664926,200,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 6.86mm f/1.78,2025:11:25 19:02:29,6,16
data/re-photo/ai-LCD/IMG_3750.jpeg,IMG_3750.jpeg,rephoto,ai,lcd,4032,3024,48,1.78,0.025,5.32800017509685,400,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 6.86mm f/1.78,2025:11:25 19:02:48,1,16
data/re-photo/ai-LCD/IMG_3751.jpeg,IMG_3751.jpeg,rephoto,ai,lcd,4032,3024,48,1.78,0.012195121951219513,6.362662411670846,80,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 6.86mm f/1.78,2025:11:25 19:02:52,1,16
data/re-photo/ai-LCD/IMG_3752.jpeg,IMG_3752.jpeg,rephoto,ai,lcd,4032,3024,48,1.78,0.01818181818181818,5.777937374317725,80,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 6.86mm f/1.78,2025:11:25 19:02:56,1,16
data/re-photo/ai-LCD/IMG_3753.jpeg,IMG_3753.jpeg,rephoto,ai,lcd,4032,3024,69,1.78,0.01818181818181818,5.779442199664926,160,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 6.86mm f/1.78,2025:11:25 19:03:05,6,16
data/re-photo/ai-LCD/IMG_3754.jpeg,IMG_3754.jpeg,rephoto,ai,lcd,4032,3024,154,2.8,0.012195121951219513,6.365395583801841,250,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:03:16,6,16
data/re-photo/ai-LCD/IMG_3755.jpeg,IMG_3755.jpeg,rephoto,ai,lcd,4032,3024,119,2.8,0.012195121951219513,6.364206605900225,160,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:03:24,6,16
data/re-photo/ai-LCD/IMG_3756.jpeg,IMG_3756.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.012195121951219513,6.364206605900225,160,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:03:33,6,16
data/re-photo/ai-LCD/IMG_3757.jpeg,IMG_3757.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.012195121951219513,6.364206605900225,200,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:03:36,6,16
data/re-photo/ai-LCD/IMG_3758.jpeg,IMG_3758.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.012195121951219513,6.364206605900225,250,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:03:37,6,16
data/re-photo/ai-LCD/IMG_3759.jpeg,IMG_3759.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.01818181818181818,5.779838468441519,250,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:03:38,6,16
data/re-photo/ai-LCD/IMG_3760.jpeg,IMG_3760.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.01818181818181818,5.779838468441519,200,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:03:40,6,16
data/re-photo/ai-LCD/IMG_3761.jpeg,IMG_3761.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.01818181818181818,5.779125264063845,200,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:03:42,6,16
data/re-photo/ai-LCD/IMG_3762.jpeg,IMG_3762.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.01818181818181818,5.779838468441519,200,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:03:43,6,16
data/re-photo/ai-LCD/IMG_3763.jpeg,IMG_3763.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.01818181818181818,5.779838468441519,200,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:03:44,6,16
data/re-photo/ai-LCD/IMG_3764.jpeg,IMG_3764.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.01818181818181818,5.779838468441519,200,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:03:46,6,16
data/re-photo/ai-LCD/IMG_3765.jpeg,IMG_3765.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.030303030303030304,5.042064606741573,640,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:03:49,6,16
data/re-photo/ai-LCD/IMG_3767.jpeg,IMG_3767.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.024390243902439025,5.364563200618477,640,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:03:52,6,16
data/re-photo/ai-LCD/IMG_3768.jpeg,IMG_3768.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.01818181818181818,5.779838468441519,500,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:03:54,6,16
data/re-photo/ai-LCD/IMG_3769.jpeg,IMG_3769.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.01818181818181818,5.779838468441519,400,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:03:55,6,16
data/re-photo/ai-LCD/IMG_3770.jpeg,IMG_3770.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.030303030303030304,5.064193294731575,640,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:03:58,6,16
data/re-photo/ai-LCD/IMG_3771.jpeg,IMG_3771.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.030303030303030304,5.064193294731575,1000,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:04:00,6,16
data/re-photo/ai-LCD/IMG_3772.jpeg,IMG_3772.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.030303030303030304,5.064193294731575,640,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:04:01,6,16
data/re-photo/ai-LCD/IMG_3773.jpeg,IMG_3773.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.01818181818181818,5.779838468441519,320,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:04:05,6,16
data/re-photo/ai-LCD/IMG_3774.jpeg,IMG_3774.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.01818181818181818,5.779838468441519,250,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:04:08,6,16
data/re-photo/ai-LCD/IMG_3775.jpeg,IMG_3775.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.012195121951219513,6.364206605900225,200,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:04:11,6,16
data/re-photo/ai-LCD/IMG_3776.jpeg,IMG_3776.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.01818181818181818,5.779838468441519,200,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:04:14,6,16
data/re-photo/ai-LCD/IMG_3777.jpeg,IMG_3777.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.01818181818181818,5.779838468441519,200,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:04:19,6,16
data/re-photo/ai-LCD/IMG_3778.jpeg,IMG_3778.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.012195121951219513,6.364206605900225,200,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:04:21,6,16
data/re-photo/ai-LCD/IMG_3779.jpeg,IMG_3779.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.012195121951219513,6.364206605900225,200,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:04:23,6,16
data/re-photo/ai-LCD/IMG_3780.jpeg,IMG_3780.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.012195121951219513,6.364206605900225,250,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:04:24,6,16
data/re-photo/ai-LCD/IMG_3781.jpeg,IMG_3781.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.01818181818181818,5.779838468441519,160,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:04:27,6,16
data/re-photo/ai-LCD/IMG_3782.jpeg,IMG_3782.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.01818181818181818,5.779838468441519,160,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:04:29,6,16
data/re-photo/ai-LCD/IMG_3783.jpeg,IMG_3783.jpeg,rephoto,ai,lcd,4032,3024,118,2.8,0.012195121951219513,6.364206605900225,200,5,iPhone 14 Pro Max,Apple,iPhone 14 Pro Max back triple camera 9mm f/2.8,2025:11:25 19:04:30,6,16
data/re-photo/ai-OLED/IMG_7082.jpeg,IMG_7082.jpeg,rephoto,ai,oled,2994,3992,88,1.7799999713880652,0.008333333333333333,6.90677518232745,64,3,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:01:39,1,16
data/re-photo/ai-OLED/IMG_7083.jpeg,IMG_7083.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.016666666666666666,5.906602084868906,125,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:02:02,6,16
data/re-photo/ai-OLED/IMG_7084.jpeg,IMG_7084.jpeg,rephoto,ai,oled,3023,3999,88,1.7799999713880652,0.008333333333333333,6.90677518232745,64,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:02:13,1,16
data/re-photo/ai-OLED/IMG_7085.jpeg,IMG_7085.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.005714285714285714,7.454316244447113,50,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:02:47,6,16
data/re-photo/ai-OLED/IMG_7086.jpeg,IMG_7086.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.016666666666666666,5.906602084868906,125,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:02:56,6,16
data/re-photo/ai-OLED/IMG_7087.jpeg,IMG_7087.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.008333333333333333,6.90677518232745,64,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:03:21,6,16
data/re-photo/ai-OLED/IMG_7088.jpeg,IMG_7088.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.008333333333333333,6.90677518232745,64,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:03:28,6,16
data/re-photo/ai-OLED/IMG_7089.jpeg,IMG_7089.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.008333333333333333,6.90677518232745,50,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:03:36,6,16
data/re-photo/ai-OLED/IMG_7090.jpeg,IMG_7090.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.016666666666666666,5.906602084868906,50,3,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:04:01,6,16
data/re-photo/ai-OLED/IMG_7091.jpeg,IMG_7091.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.008333333333333333,6.90677518232745,50,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:04:17,6,16
data/re-photo/ai-OLED/IMG_7092.jpeg,IMG_7092.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.016666666666666666,5.906602084868906,100,3,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:04:30,6,16
data/re-photo/ai-OLED/IMG_7093.jpeg,IMG_7093.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.016666666666666666,5.906602084868906,64,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:04:38,6,16
data/re-photo/ai-OLED/IMG_7094.jpeg,IMG_7094.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.016666666666666666,5.906602084868906,160,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:04:45,6,16
data/re-photo/ai-OLED/IMG_7095.jpeg,IMG_7095.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.008333333333333333,6.90677518232745,50,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:04:51,6,16
data/re-photo/ai-OLED/IMG_7096.jpeg,IMG_7096.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.016666666666666666,5.906602084868906,125,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:05:09,6,16
data/re-photo/ai-OLED/IMG_7097.jpeg,IMG_7097.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.007142857142857143,7.13350185174299,50,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:05:17,6,16
data/re-photo/ai-OLED/IMG_7098.jpeg,IMG_7098.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.008333333333333333,6.90677518232745,64,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:05:29,6,16
data/re-photo/ai-OLED/IMG_7099.jpeg,IMG_7099.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.008333333333333333,6.90677518232745,50,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:05:38,6,16
data/re-photo/ai-OLED/IMG_7100.jpeg,IMG_7100.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.008333333333333333,6.90677518232745,50,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:05:59,6,16
data/re-photo/ai-OLED/IMG_7101.jpeg,IMG_7101.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.008333333333333333,6.90677518232745,50,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:06:13,6,16
data/re-photo/ai-OLED/IMG_7102.jpeg,IMG_7102.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.008333333333333333,6.90677518232745,50,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:06:25,6,16
data/re-photo/ai-OLED/IMG_7103.jpeg,IMG_7103.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.008333333333333333,6.90677518232745,50,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:06:35,6,16
data/re-photo/ai-OLED/IMG_7104.jpeg,IMG_7104.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.008264462809917356,6.922789819228348,50,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:06:53,6,16
data/re-photo/ai-OLED/IMG_7105.jpeg,IMG_7105.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.008264462809917356,6.922789819228348,50,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:07:05,6,16
data/re-photo/ai-OLED/IMG_7106.jpeg,IMG_7106.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.007462686567164179,7.0639037206542925,50,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:07:15,6,16
data/re-photo/ai-OLED/IMG_7107.jpeg,IMG_7107.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.008333333333333333,6.90677518232745,64,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:07:57,6,16
data/re-photo/ai-OLED/IMG_7108.jpeg,IMG_7108.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.008333333333333333,6.90677518232745,64,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:08:04,6,16
data/re-photo/ai-OLED/IMG_7109.jpeg,IMG_7109.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.008333333333333333,6.90677518232745,64,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:08:12,6,16
data/re-photo/ai-OLED/IMG_7110.jpeg,IMG_7110.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.008333333333333333,6.90677518232745,64,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:08:20,6,16
data/re-photo/ai-OLED/IMG_7111.jpeg,IMG_7111.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.016666666666666666,5.906602084868906,50,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:08:26,6,16
data/re-photo/ai-OLED/IMG_7112.jpeg,IMG_7112.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.008333333333333333,6.90677518232745,80,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:08:36,6,16
data/re-photo/ai-OLED/IMG_7113.jpeg,IMG_7113.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.008333333333333333,6.90677518232745,64,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:08:43,6,16
data/re-photo/ai-OLED/IMG_7114.jpeg,IMG_7114.jpeg,rephoto,ai,oled,4032,3024,88,1.7799999713880652,0.008333333333333333,6.90677518232745,64,5,iPhone 17 Pro,Apple,iPhone 17 Pro back triple camera 6.765mm f/1.78,2025:11:25 13:09:32,6,16
